date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:14:03	1358/1358	---M--	200	added ('OK')	image/png	etag:%2254e-632a912f-4ccf1051b8d69fd4;;;%22	https://weblearnbd.net/tphtml/ninico/assets/img/brand/brand-04.png	D:/AriBilgiWebProject/Ninico/weblearnbd.net/tphtml/ninico/assets/img/brand/brand-04.png	(from https://weblearnbd.net/tphtml/ninico/index-2.html)
17:14:03	2801/2801	---M--	200	added ('OK')	image/png	etag:%22af1-632a912f-1a61c3b9adf0f70f;;;%22	https://weblearnbd.net/tphtml/ninico/assets/img/brand/brand-05.png	D:/AriBilgiWebProject/Ninico/weblearnbd.net/tphtml/ninico/assets/img/brand/brand-05.png	(from https://weblearnbd.net/tphtml/ninico/index-2.html)
17:14:03	2431/2431	---M--	200	added ('OK')	image/png	etag:%2297f-632a912f-8a4cd1eb0dc3ae28;;;%22	https://weblearnbd.net/tphtml/ninico/assets/img/brand/brand-06.png	D:/AriBilgiWebProject/Ninico/weblearnbd.net/tphtml/ninico/assets/img/brand/brand-06.png	(from https://weblearnbd.net/tphtml/ninico/index-2.html)
17:14:03	91079/91079	---M--	200	added ('OK')	image/png	etag:%22163c7-632a912f-8bb87ad2130bce55;;;%22	https://weblearnbd.net/tphtml/ninico/assets/img/slider/slider-04.png	D:/AriBilgiWebProject/Ninico/weblearnbd.net/tphtml/ninico/assets/img/slider/slider-04.png	(from https://weblearnbd.net/tphtml/ninico/index-3.html)
17:14:03	5232/5232	---M--	200	added ('OK')	image/png	etag:%221470-632a912f-fd4f84696d1258e2;;;%22	https://weblearnbd.net/tphtml/ninico/assets/img/slider/fasion-tag-02.png	D:/AriBilgiWebProject/Ninico/weblearnbd.net/tphtml/ninico/assets/img/slider/fasion-tag-02.png	(from https://weblearnbd.net/tphtml/ninico/index-3.html)
17:14:04	156917/156917	---M--	200	added ('OK')	image/png	etag:%22264f5-6332dfb0-9fb015dc1e7ca543;;;%22	https://weblearnbd.net/tphtml/ninico/assets/img/slider/slider-05.png	D:/AriBilgiWebProject/Ninico/weblearnbd.net/tphtml/ninico/assets/img/slider/slider-05.png	(from https://weblearnbd.net/tphtml/ninico/index-3.html)
17:14:04	143176/143176	---M--	200	added ('OK')	image/png	etag:%2222f48-6332dfb0-c5e5b9a472dc677e;;;%22	https://weblearnbd.net/tphtml/ninico/assets/img/slider/slider-06.png	D:/AriBilgiWebProject/Ninico/weblearnbd.net/tphtml/ninico/assets/img/slider/slider-06.png	(from https://weblearnbd.net/tphtml/ninico/index-3.html)
17:14:04	18472/18472	---M--	200	added ('OK')	image/jpeg	etag:%224828-632a912f-69c270bd7257dc0f;;;%22	https://weblearnbd.net/tphtml/ninico/assets/img/product/home-three/product-41.jpg	D:/AriBilgiWebProject/Ninico/weblearnbd.net/tphtml/ninico/assets/img/product/home-three/product-41.jpg	(from https://weblearnbd.net/tphtml/ninico/index-3.html)
17:14:04	20039/20039	---M--	200	added ('OK')	image/jpeg	etag:%224e47-632a912f-2f5f17a59931fa5f;;;%22	https://weblearnbd.net/tphtml/ninico/assets/img/product/home-three/product-42.jpg	D:/AriBilgiWebProject/Ninico/weblearnbd.net/tphtml/ninico/assets/img/product/home-three/product-42.jpg	(from https://weblearnbd.net/tphtml/ninico/index-3.html)
17:14:04	19803/19803	---M--	200	added ('OK')	image/jpeg	etag:%224d5b-632a912f-615168423e209d25;;;%22	https://weblearnbd.net/tphtml/ninico/assets/img/product/home-three/product-43.jpg	D:/AriBilgiWebProject/Ninico/weblearnbd.net/tphtml/ninico/assets/img/product/home-three/product-43.jpg	(from https://weblearnbd.net/tphtml/ninico/index-3.html)
17:14:05	92600/92600	---M--	200	added ('OK')	image/jpeg	etag:%22169b8-632a912f-41f8333909569e72;;;%22	https://weblearnbd.net/tphtml/ninico/assets/img/product/home-three/product-44.jpg	D:/AriBilgiWebProject/Ninico/weblearnbd.net/tphtml/ninico/assets/img/product/home-three/product-44.jpg	(from https://weblearnbd.net/tphtml/ninico/index-3.html)
